"rent, rub/month",full_address,city,"price_per_sqm, rub/month","square, m^2",type,url
80000,"улица Дзержинского, 95",Челябинск,869,92,Универсальное помещение,https://chelyabinsk.n1.ru/view/115447569/?open_card_kn
300000,"Ленина проспект, 26",Челябинск,937,320,Универсальное помещение,https://chelyabinsk.n1.ru/view/114765082/?open_card_kn
80000,"Победы проспект, 159а",Челябинск,1142,70,Универсальное помещение,https://chelyabinsk.n1.ru/view/114764680/?open_card_kn
4800,"улица Шота Руставели, 28а",Челябинск,120,40,Универсальное помещение,https://chelyabinsk.n1.ru/view/115444412/?open_card_kn
14070,"улица Комарова, 116",Челябинск,700,20,Универсальное помещение,https://chelyabinsk.n1.ru/view/115803330/?open_card_kn
99000,"Свердловский проспект, 86",Челябинск,900,110,Универсальное помещение,https://chelyabinsk.n1.ru/view/114383606/?open_card_kn
110000,"улица 4-й Пятилетки, 57",Челябинск,544,202,Универсальное помещение,https://chelyabinsk.n1.ru/view/114383605/?open_card_kn
50000,"улица Сони Кривой, 35",Челябинск,724,69,Универсальное помещение,https://chelyabinsk.n1.ru/view/114763114/?open_card_kn
24150,"улица Комарова, 116",Челябинск,700,34,Универсальное помещение,https://chelyabinsk.n1.ru/view/115108682/?open_card_kn
44500,"улица Комарова, 39",Челябинск,890,50,Универсальное помещение,https://chelyabinsk.n1.ru/view/115106953/?open_card_kn
193130,"улица Комарова, 39",Челябинск,890,217,Универсальное помещение,https://chelyabinsk.n1.ru/view/115106755/?open_card_kn
65000,"улица Калинина, 14",Челябинск,433,149,Универсальное помещение,https://chelyabinsk.n1.ru/view/110586481/?open_card_kn
200000,"улица Новая Пикадилли (мкр N4-МалинкиVillage), 35",Челябинск,400,500,Универсальное помещение,https://chelyabinsk.n1.ru/view/112497462/?open_card_kn
110000,"улица Комарова, 116",Челябинск,1100,100,Универсальное помещение,https://chelyabinsk.n1.ru/view/115794962/?open_card_kn
149988,"улица Асфальтная станция, 1",Челябинск,3448,43,Универсальное помещение,https://chelyabinsk.n1.ru/view/89079444/?open_card_kn
20085,"улица Тенистая, 19",Челябинск,309,65,Универсальное помещение,https://chelyabinsk.n1.ru/view/89079441/?open_card_kn
700000,"Ломоносова переулок, 30",Челябинск,350,2000,Универсальное помещение,https://chelyabinsk.n1.ru/view/111459945/?open_card_kn
55000,"Победы проспект, 25",Челябинск,1000,55,Универсальное помещение,https://chelyabinsk.n1.ru/view/114372251/?open_card_kn
18000,"улица Либединского, 29",Челябинск,1000,18,Универсальное помещение,https://chelyabinsk.n1.ru/view/115791019/?open_card_kn
2100000,"улица Кирова, 110",Челябинск,1084,1937,Универсальное помещение,https://chelyabinsk.n1.ru/view/112492416/?open_card_kn
98000,"улица Комарова, 116",Челябинск,980,100,Универсальное помещение,https://chelyabinsk.n1.ru/view/115789451/?open_card_kn
24000,"улица Академика Королева, 5",Челябинск,6000,4,Универсальное помещение,https://chelyabinsk.n1.ru/view/115438904/?open_card_kn
495000,"улица Конструктора Духова, 31",Челябинск,15000,33,Универсальное помещение,https://chelyabinsk.n1.ru/view/110579172/?open_card_kn
100000,"улица Горького, 36",Челябинск,980,102,Универсальное помещение,https://chelyabinsk.n1.ru/view/115092183/?open_card_kn
50550,"улица Труда, 172",Челябинск,1531,33,Универсальное помещение,https://chelyabinsk.n1.ru/view/115778297/?open_card_kn
55000,"улица Линейная, 96в/1",Челябинск,714,77,Универсальное помещение,https://chelyabinsk.n1.ru/view/115776610/?open_card_kn
99000,"улица Кирова, 9",Челябинск,933,106,Универсальное помещение,https://chelyabinsk.n1.ru/view/115776482/?open_card_kn
45000,"улица Белорецкая, 60а",Челябинск,600,75,Универсальное помещение,https://chelyabinsk.n1.ru/view/112468151/?open_card_kn
90000,"улица Новороссийская, 130а",Челябинск,443,203,Универсальное помещение,https://chelyabinsk.n1.ru/view/110562006/?open_card_kn
625000,"улица Самохина, 183",Челябинск,900,694,Универсальное помещение,https://chelyabinsk.n1.ru/view/111441533/?open_card_kn
400,"улица Маршала Чуйкова, 26а",Челябинск,15,26,Универсальное помещение,https://chelyabinsk.n1.ru/view/115772145/?open_card_kn
72800,"улица Труда, 176",Челябинск,933,78,Универсальное помещение,https://chelyabinsk.n1.ru/view/114365801/?open_card_kn
40000,"улица Байкальская, 29",Челябинск,294,136,Универсальное помещение,https://chelyabinsk.n1.ru/view/114736464/?open_card_kn
182500,"улица Лихачева, 7",Челябинск,500,365,Универсальное помещение,https://chelyabinsk.n1.ru/view/113272439/?open_card_kn
28540,"улица Бугурусланская, 64",Челябинск,200,142,Универсальное помещение,https://chelyabinsk.n1.ru/view/115771290/?open_card_kn
100000,"улица Академика Макеева, 36",Челябинск,526,190,Универсальное помещение,https://chelyabinsk.n1.ru/view/114013604/?open_card_kn
16900,"улица Дербентская, 46",Челябинск,650,26,Универсальное помещение,https://chelyabinsk.n1.ru/view/115768825/?open_card_kn
236880,"улица Корабельная, 15",Челябинск,450,526,Универсальное помещение,https://chelyabinsk.n1.ru/view/115073310/?open_card_kn
100000,"Ленина проспект, 28а",Челябинск,1515,66,Универсальное помещение,https://chelyabinsk.n1.ru/view/114003535/?open_card_kn
125000,"улица 1 Мая, 135а",Челябинск,500,250,Универсальное помещение,https://chelyabinsk.n1.ru/view/114003536/?open_card_kn
45000,"улица Полетаевская, 59",Челябинск,500,90,Универсальное помещение,https://chelyabinsk.n1.ru/view/115768204/?open_card_kn
187200,"Победы проспект, 51",Челябинск,400,468,Универсальное помещение,https://chelyabinsk.n1.ru/view/115423268/?open_card_kn
100000,"Победы проспект, 51",Челябинск,735,136,Универсальное помещение,https://chelyabinsk.n1.ru/view/115423269/?open_card_kn
50000,"Победы проспект, 346",Челябинск,787,63,Универсальное помещение,https://chelyabinsk.n1.ru/view/115070686/?open_card_kn
25000,"проспект Ленина (Шершни), 40",Челябинск,555,45,Универсальное помещение,https://chelyabinsk.n1.ru/view/115421775/?open_card_kn
